,Company Common Name,RIC,ISIN,Organization PermID,Exchange Name,TRBC Economic Sector Name,TRBC Business Sector Name,Delisted Quote Flag
1098,Moenus Textilmaschinen AG,MOEG.F^F12,DE0006621006,5000008512,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1099,Terex Material Handling & Port Solutions AG,D9CGn.F^A14,DE000DCAG010,4295870327,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1100,Hugo Boss AG,BOSG_p.DE^F12,DE0005245534,4295869603,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1101,Fujitsu TDS GmbH,TDSG.DE^F12,DE0005085609,5050718232,Xetra,Technology,Technology Equipment,True
1102,Lotto24 AG,LO2k.DE^I21,DE000LTT2470,5037627789,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1103,Procon MultiMedia AG,PMMG.F^G12,DE0005122006,4295869877,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1104,Ming Le Sports AG,ML2.DE^K14,DE000A2LQ728,5037629416,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1105,FAST Casualwear AG,FCA.DE^H13,DE000A1PHFG5,5037628392,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1106,MIFA Mitteldeutsche Fahrradwerke AG,FW1G.DE^G15,DE000A0B95Y8,4295870199,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
1107,BSK 1818 Holding AG,BEBG.F^I13,DE0008023227,5000006301,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1108,solarhybrid AG,SHLG.F^G15,DE000A0LR456,5037587014,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1109,BKN International AG,BKQG.F^I12,DE0005290704,4295870071,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1110,Biofrontera AG,B8FKn.DE,DE000A4BGGM7,4295870275,Xetra,Healthcare,Pharmaceuticals & Medical Research,False
1111,n runs AG,NNXG.DE^I14,DE000A0LEFF5,5040263253,Xetra,,,True
1112,Pearl Gold AG,PGAG.DE^K16,DE000A0AFGF3,5001230460,Xetra,Basic Materials,Mineral Resources,True
1113,Talanx AG,TLXGn.DE,DE000TLX1005,4296750143,Xetra,Financials,Insurance,False
1114,Cargolifter AG,CGLGn.F^J12,DE0005402614,5000088067,Frankfurt Stock Exchange,Industrials,Transportation,True
1115,Hess AG,HEAG.DE^K13,DE000A0N3EJ6,4297575432,Xetra,Industrials,Industrial Goods,True
1116,Telefonica Deutschland Holding AG,O2Dn.DE^D24,DE000A1J5RX9,5037852371,Xetra,Technology,Telecommunications Services,True
1117,Firstextile AG,FT8.DE^K15,DE000A1PG8V8,5037940981,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1118,Brueder Mannesmann AG,BMMG.DE^D16,DE0005275507,4295869175,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1119,Pfleiderer GmbH (OLD),PFDGn.DE^K12,DE0006764749,5040258545,Xetra,Basic Materials,Applied Resources,True
1120,IN motion AG movie TV & music productions,IXUG.F^C16,DE0006223803,4295870155,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1121,Mania Technologie AG,MNIG.F^K13,DE0006620701,5037368164,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1122,farmatic Anlagenbau GmbH,FARG.F^L12,DE0006051923,4295869654,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1123,Rag Abwicklungs AG,ROSGn.F^L12,DE0007062010,4295868996,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1124,Hucke AG,HCKG.F^L12,DE0006095102,4295869133,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1125,EECH Group AG,PTAG.F^L12,DE0006852809,4295868671,Frankfurt Stock Exchange,Utilities,Utilities,True
1126,Met@box AG,MBXG.F^L12,DE0006921208,4295869858,Frankfurt Stock Exchange,Technology,Technology Equipment,True
1127,Garant Schuh & Mode AG,GANG_p.F^A13,DE0005853030,4295868738,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
1128,HanseYachts AG,H9YG.F^E24,DE000A0KF6M8,4295870101,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1129,MK Kliniken AG,MKANn.DE^H14,DE000A1TNRR7,4295868819,Xetra,,,True
1130,Alliance Healthcare Deutschland GmbH,ANZG.F^A13,DE0005047005,4295868911,Frankfurt Stock Exchange,Healthcare,Pharmaceuticals & Medical Research,True
1131,LEG Immobilien SE,LEGn.DE,DE000LEG1110,5038054895,Xetra,Real Estate,Real Estate,False
1132,Deutsche Cannabis AG,HEM1.F^J23,DE000A0BVVK7,5037437721,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1133,Global PVQ SE,QCEG.F^C13,DE0005558662,5000048419,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1134,Evonik Industries AG,EVKn.DE,DE000EVNK013,5000074393,Xetra,Basic Materials,Chemicals,False
1135,Deutsche Immobilien Holding AG,NOWG.F^E13,DE0007473043,4295868699,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1136,Pacific Retail Merchants AG,7PR.DE^B16,DE000A1TNNL9,5039722301,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,True
1137,NORDWEST Handel AG,NWXG.DE^H13,DE0006775505,5058534828,Xetra,Basic Materials,Mineral Resources,True
1138,Centrotherm International AG,CTNGk.F,DE000A1TNMM9,4295868689,Frankfurt Stock Exchange,Energy,Renewable Energy,False
1139,Essity GmbH,PWAG.F^F13,DE0006889801,5045987306,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
1140,Douglas Holding AG,DOHG.F^G13,DE0006099005,5087105918,Frankfurt Stock Exchange,,,True
1141,Fresenius Medical Care AG,FMEG_p.DE^G13,DE0005785836,4295869203,Xetra,Healthcare,Healthcare Services & Equipment,True
1142,Kion Group AG,KGX.DE,DE000KGX8881,5066558455,Xetra,Industrials,Industrial Goods,False
1143,Osram Licht AG,OSRn.DE^G21,DE000LED4000,5038910332,Xetra,Industrials,Industrial Goods,True
1144,Muehlbauer Holding AG,MUBG.DE,DE0006627201,5044009838,Xetra,Technology,Technology Equipment,False
1145,Vonovia SE,VNAn.DE,DE000A1ML7J1,5063761614,Xetra,Real Estate,Real Estate,False
1146,Deutsche Steinzeug Cremer & Breuer AG,DSKk.DE^J14,DE000A1TNLL3,5040271327,Xetra,Basic Materials,Mineral Resources,True
1147,FAST Casualwear AG,FCA.F^H15,DE000A1PHFG5,5037628392,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1148,118000 AG,Z18G.F^H13,DE0006911902,4295870055,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1149,Dyckerhoff GmbH,DYKG_p.DE^I13,DE0005591036,5043951378,Xetra,Basic Materials,Mineral Resources,True
1150,Dyckerhoff GmbH,DYKG.DE^I13,DE0005591002,5043951378,Xetra,Basic Materials,Mineral Resources,True
1151,NORDWEST Handel AG,NWXG.F,DE0006775505,5058534828,Frankfurt Stock Exchange,Basic Materials,Mineral Resources,False
1152,Metric Mobility Solutions AG,HWSAk.DE^J16,DE000A1X3X66,4295869685,Xetra,Technology,Technology Equipment,True
1153,Bastei Luebbe AG,BST1.DE,DE000A1X3YY0,5040248921,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
1154,NTT Com Security AG,AAGGn.DE^F16,DE0005155030,4295869692,Xetra,Technology,Software & IT Services,True
1155,GWB Immobilien AG,G7BG.F^I23,DE000A0JKHG0,4295870087,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1156,Beta Systems Software AG(Pre-Merger),BSSG.DE^B14,DE000A2BPP88,4295869281,Xetra,Technology,Software & IT Services,True
1157,Custodia Holding AG,LBRG.F^B14,DE0006496003,4295869697,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1158,IVG Immobilien GmbH,IVGG.DE^C14,DE0006205701,4295869977,Xetra,Real Estate,Real Estate,True
1159,IVG Immobilien GmbH,IVGG.F^H14,DE0006205701,4295869977,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1160,Sunways AG,SWWG.F^L14,DE0007332207,4295869304,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1161,Bucher Automation AG,JTTG.F^E14,DE0006264005,4295869883,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1162,Advanced Inflight Alliance AG,DVNN.DE^E14,DE000A1TNV00,4295869884,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1163,Conergy AG,CGYGk.F^F14,DE000A1KRCK4,4295869666,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1164,Infront Financial Technology GmbH,VWDG.DE^E14,DE0005204705,5001158672,Xetra,Industrials,Industrial & Commercial Services,True
1165,Generali Deutschland Holding AG,GE1G.DE^E14,DE0008400029,5000635327,Xetra,Financials,Insurance,True
1166,Nikon SLM Solutions AG (Pre-Merger),AM3D.DE^H23,DE000A111338,5042267228,Xetra,Industrials,Industrial Goods,True
1167,buch.de internetstores GmbH,BUEGEUR.DEp^E14,DE0005204606,5044171592,Xetra,Technology,Software & IT Services,True
1168,PARK & Bellheimer AG,PKBG.F,DE0006902000,4295868850,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,False
1169,Loewe AG,LOEKk.F^J14,DE000A1X3W34,4295869888,Frankfurt Stock Exchange,Technology,Technology Equipment,True
1170,JJ Auto AG,JJO.F^C20,DE000A1TNS70,5042381014,Frankfurt Stock Exchange,Consumer Cyclicals,Automobiles & Auto Parts,True
1171,Vivacon AG,VIVG.F^A15,DE0006048911,4295869672,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1172,Deufol SE,DE1n.DE^K15,DE000A40ET54,5038040999,Xetra,Industrials,Industrial & Commercial Services,True
1173,Brilliant AG,BRLG.F^G14,DE0005272702,4295868662,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1174,GSW Immobilien AG,GIBG.F^L22,DE000GSW1111,5000686602,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1175,Bien Zenker AG,BIEG.F^G14,DE0005228100,5043339047,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1176,Defraq Ventures AG,FKEK.F^J23,DE000A2TSM88,5064614804,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1177,Agennix AG,AGXG.F^F19,DE000A1A6XX4,5000489950,Frankfurt Stock Exchange,Healthcare,Pharmaceuticals & Medical Research,True
1178,Girindus AG iL,GIRG.F^A16,DE0005880405,5001218497,Frankfurt Stock Exchange,Healthcare,Pharmaceuticals & Medical Research,True
1179,Westgrund Holding GmbH,WEG1.DE^C21,DE000A0HN4T3,4295869740,Xetra,Real Estate,Real Estate,True
1180,Snowbird AG,8S9.F^J22,DE000A1PHEL8,5042940951,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1181,Zalando SE,ZALG.DE,DE000ZAL1111,5043464296,Xetra,Technology,Software & IT Services,False
1182,Ls Telcom AG,LSXG.F,DE0005754402,4295869562,Frankfurt Stock Exchange,Technology,Technology Equipment,False
1183,Elexis AG,EEXG.DE^J14,DE0005085005,4295869794,Xetra,Industrials,Industrial Goods,True
1184,Epigenomics AG,ECXk.DE^G24,DE000A37FT41,4295870322,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
1185,TLG Immobilien AG,TLGG.DE^L21,DE000A12B8Z4,5044024092,Xetra,Real Estate,Real Estate,True
1186,Ming Le Sports AG,ML2G.F,DE000A2LQ728,5037629416,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,False
1187,Ehlebracht AG,EHLG.DE^I15,DE0005649107,4295868844,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1188,PrimaCom AG,PRIG.DE^K14,DE0006259104,4295869786,Xetra,Technology,Telecommunications Services,True
1189,HELLA GmbH & Co KGaA,HLE.DE,DE000A13SX22,4298169984,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1190,Camerit AG,RTML.F,DE000HNC2059,4295870323,Frankfurt Stock Exchange,Financials,Banking & Investment Services,False
1191,Tele Columbus AG,TC1n.DE^I21,DE000TCAG172,4297216605,Xetra,Technology,Telecommunications Services,True
1192,Centrosolar Group AG,C3OAk.F^F15,DE000A1TNS13,4295868693,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1193,UMS United Medical Systems International AG I L,UMS.F^A19,DE0005493654,4295869575,Frankfurt Stock Exchange,Healthcare,Healthcare Services & Equipment,True
1194,Mood and Motion AG,NF7Gk.F^G15,DE000A1E9A75,4295869286,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1195,Tintbright AG,TBRG.F^D16,DE000A1PG7W8,5040953606,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1196,VanCamel AG,VC8.F^D16,DE000A1RFMM9,5040262818,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1197,Lechwerke AG,LECG.F,DE0006458003,4295868976,Frankfurt Stock Exchange,Utilities,Utilities,False
1198,Korian Deutschland GmbH,BOHG.DE^B15,DE0005240709,5050697139,Xetra,Healthcare,Healthcare Services & Equipment,True
1199,Tui AG,TUI1n.DE,DE000TUAG505,4295869210,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
1200,ROY Asset Holding SE,RY8.DE^E17,DE000RYSE888,5045881482,Xetra,Real Estate,Real Estate,True
1201,NAKIKI SE,WDL1k.DE^K22,DE000WNDL300,5067521172,Xetra,Financials,Banking & Investment Services,True
1202,Allane SE,LNSX.DE^H22,DE000A0DPRE6,5051610055,Xetra,Financials,Banking & Investment Services,True
1203,NEXR Technologies SE,NXRG.DE^F23,DE000A1K03W5,5046041346,Xetra,Technology,Software & IT Services,True
1204,Heliocentris Energy Solutions AG,H2Fn.DE^B17,DE000A1MMHE3,4295869190,Xetra,Energy,Renewable Energy,True
1205,Westgrund Holding GmbH,WEG2.DE^F15,DE000A14KCW5,4295869740,Xetra,Real Estate,Real Estate,True
1206,Siltronic AG,WAFGn.DE,DE000WAF3001,4295869055,Xetra,Technology,Technology Equipment,False
1207,Nuernberger Beteiligungs AG,NLVGn.DE,DE0008435967,4295868982,Xetra,Financials,Insurance,False
1208,elumeo SE,ELBG.DE,DE000A11Q059,5046038724,Xetra,Consumer Cyclicals,Cyclical Consumer Products,False
1209,Solar Fabrik fuer Produktion und Vertrieb von solartechnischen Produkten AG,SFXG.F^I23,DE0006614712,4295869989,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1210,Joyou AG,JY8G.F^B17,DE000A0WMLD8,5000685745,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1211,Deutsche Pfandbriefbank AG,PBBG.DE,DE0008019001,4295869337,Xetra,Financials,Banking & Investment Services,False
1212,Hansa Group AG,H4GG.DE^H15,DE0007608606,5036753251,Xetra,Basic Materials,Chemicals,True
1213,Cybits Holding AG,SCOG.F^A16,DE0007240004,5037639240,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1214,Ultrasonic AG,US5.F^G20,DE000A1KREX3,5036856809,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1215,Douglas Holding AG,DOHG.DE^F13,DE0006099005,5087105918,Xetra,,,True
1216,Cybits Holding AG,SCOG.DE^H15,DE0007240004,5037639240,Xetra,Technology,Software & IT Services,True
1217,ISION Internet AG,IOIGEUR.Lp^I15,DE0006112006,4295870067,London Stock Exchange,Technology,Software & IT Services,True
1218,Berentzen Gruppe AG,BEZG_p.DE^I15,DE0005201636,4295869379,Xetra,Consumer Non-Cyclicals,Food & Beverages,True
1219,Berentzen Gruppe AG,BEZ.DE,DE0005201602,4295869379,Xetra,Consumer Non-Cyclicals,Food & Beverages,False
1220,Petrotec AG,PT8G.F^J15,DE000PET1111,4295870140,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1221,Scout24 SE,G24n.DE,DE000A12DM80,5046707762,Xetra,Technology,Software & IT Services,False
1222,Covestro AG,1COVG.DE^L25,DE0006062144,5046707555,Xetra,Basic Materials,Chemicals,True
1223,Encavis Asset Management AG,CU1G.DE^H17,DE000A12UL56,5046047475,Xetra,Utilities,Utilities,True
1224,Schaeffler AG,SHA_p.DE^J24,DE000SHA0159,5045949737,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
1225,Steilmann SE,STEM.DE^D17,DE000A14KR50,5046716236,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1226,Hapag-Lloyd AG,HLAG.DE,DE000HLAG475,4295869164,Xetra,Industrials,Transportation,False
1227,Firstextile AG,FT8.F^I16,DE000A1PG8V8,5037940981,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1228,Mauser Waldeck AG,MAUG.F^A16,DE0006580301,4295868787,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1229,BRAIN Biotech AG,BNNn.DE,DE0005203947,5001178117,Xetra,Industrials,Industrial & Commercial Services,False
1230,Pilkington Deutschland AG,FDDG.F^B16,DE0005588008,4295869089,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1231,Leo International Precision Health AG,LEOW.F,DE0005490601,4295870133,Frankfurt Stock Exchange,Financials,Banking & Investment Services,False
1232,Pacific Retail Merchants AG,7PRe.DE^B16,DE000A1PHEF0,5039722301,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,True
1233,China Specialty Glass AG,CSGG.F^L19,DE000A1EL8Y8,5001221711,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1234,Pacific Retail Merchants AG,7PR.F^L16,DE000A1TNNL9,5039722301,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Drug Retailing,True
1235,Diebold Nixdorf AG,WIN1.DE^H16,DE000A169QN2,4295870225,Xetra,Technology,Technology Equipment,True
1236,Asian Bamboo AG,5ABG.F^K19,DE000A0M6M79,4298014956,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
1237,Rostra AG,333.DE^I18,DE000A3MQRK6,5050988785,Xetra,Financials,Investment Holding Companies,True
1238,Deutsche Boerse AG,DB11.DE^D17,DE000A2AA253,4298007872,Xetra,Financials,Banking & Investment Services,True
1239,United Power Technology AG,UP7G.F^H21,DE000A1EMAK2,5001203664,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1240,bet at home com AG,ARTG.DE,DE000A0DNAY5,4295869041,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
1241,Vtion Wireless Technology AG,V33G.F^L17,DE000CHEN993,4296190341,Frankfurt Stock Exchange,Technology,Telecommunications Services,True
1242,Uniper SE,UN0k.DE,DE000UNSE026,5051387035,Xetra,Utilities,Utilities,False
1243,VBH Holding AG (Pre-Merger),VBHKk.DE^I16,DE000A161002,4295869993,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1244,Rocket Internet SE,RKET.DE^K20,DE000A12UKK6,5046040313,Xetra,Financials,Investment Holding Companies,True
1245,va Q tec AG,VQTG.DE^H23,DE0006636681,4296686658,Xetra,Industrials,Industrial Goods,True
1246,EON Verwaltungs GmbH,IGY.DE^F20,DE000A2AADD2,5064618963,Xetra,Utilities,Utilities,True
1247,Aixtron SE,AIXC.DE^L16,DE000A2BPYT0,5001428570,Xetra,Technology,Technology Equipment,True
1248,Aixtron SE,AIXGn.DE,DE000A0WMPJ6,5001428570,Xetra,Technology,Technology Equipment,False
1249,Pearl Gold AG,PGAG.F,DE000A0AFGF3,5001230460,Frankfurt Stock Exchange,Basic Materials,Mineral Resources,False
1250,Medios AG,ILM1k.DE,DE000A1MMCC8,4295869870,Xetra,Healthcare,Pharmaceuticals & Medical Research,False
1251,Aves One AG,AVES.DE^B22,DE000A168114,5040703796,Xetra,Financials,Banking & Investment Services,True
1252,Pacific Retail Merchants AG,0QEY.L^L16,DE000A1TNNL9,5039722301,London Stock Exchange,Consumer Non-Cyclicals,Food & Drug Retailing,True
1253,ProCredit Holding AG,PCZ.DE,DE0006223407,5036524487,Xetra,Financials,Banking & Investment Services,False
1254,I Fao AG,FAOGn.DE^L16,DE0006224520,4295869755,Xetra,Technology,Software & IT Services,True
1255,Heliocentris Energy Solutions AG,H2Fn.F^C20,DE000A1MMHE3,4295869190,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1256,Praktiker AG,PRAG.F^E17,DE000A0F6MD5,4295870208,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
1257,Deutsche Konsum Real Estate AG,DKG.DE,DE000A14KRD3,5044363907,Xetra,Real Estate,Real Estate,False
1258,Aumann AG,AAGG.DE,DE000A2DAM03,5053943558,Xetra,Industrials,Industrial Goods,False
1259,Stoehr & Co AG,STRG.F^D17,DE0007277006,5040266723,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1260,Steilmann SE,STEM.F^G20,DE000A14KR50,5046716236,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1261,ROY Asset Holding SE,RY8.DE^A24,DE000RYSE888,5045881482,Xetra,Real Estate,Real Estate,True
1262,Alphaform AG,ATFG.F^F17,DE0005487953,4295870156,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
1263,Vapiano SE,VAO.DE^C21,DE000A0WMNK9,5074206787,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1264,Delivery Hero SE,DHER.DE,DE000A2E4K43,5064650628,Xetra,Technology,Software & IT Services,False
1265,METRO AG,B4B.DE^D25,DE000A41YD16,5056412391,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,True
1266,METRO AG,B4B3_p.DE^D25,DE000A41YD24,5056412391,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,True
1267,Jost Werke SE,JST.DE,DE000JST4000,5056411458,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1268,DVB Bank SE,DVBG.F^H17,DE0008045501,4295869584,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1269,Solarworld AG,SWVk.F^G24,DE000A1YCMM2,4295869876,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1270,Alzchem Group AG,ACT1.DE,DE000A2YNT30,4295869849,Xetra,Basic Materials,Chemicals,False
1271,Voltatron AG,VOTR.DE,DE000A2E4LE9,5057825063,Xetra,Industrials,Industrial Goods,False
1272,Varta AG,VAR1.DE^C25,DE000A0TGJ55,4295869134,Xetra,Industrials,Industrial Goods,True
1273,Linde AG (Pre-merger),LING.DE^D19,DE0006483001,4295869233,Xetra,Basic Materials,Chemicals,True
1274,Linde AG (Pre-merger),LIN1.DE^J18,DE000A2E4L75,4295869233,Xetra,Basic Materials,Chemicals,True
1275,Hellofresh SE,HFGG.DE,DE000A161408,5056395925,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,False
1276,ALNO Aktiengesellschaft,ANOG.DE^K17,DE0007788408,5036867712,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1277,ALNO Aktiengesellschaft,ANOG.F^H18,DE0007788408,5036867712,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1278,Wanderer Werke AG,WANG.F^L17,DE0007756009,4295868891,Frankfurt Stock Exchange,Technology,Technology Equipment,True
1279,Strabag AG (Pre-Merger),STBGn.F^A18,DE000A0Z23N2,4295868917,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1280,Dermapharm Holding SE,DMPG.DE,DE000A2GS5D8,5060556153,Xetra,Healthcare,Pharmaceuticals & Medical Research,False
1281,Arcandor AG,AROG.DE^C18,DE0006275001,4295868953,Xetra,Consumer Cyclicals,Retailers,True
1282,Siemens Healthineers AG,SHLG.DE,DE000SHL1006,5060559444,Xetra,Healthcare,Healthcare Services & Equipment,False
1283,DWS Group GmbH & Co KgaA,DWSG.DE,DE000DWS1007,5062367285,Xetra,Financials,Banking & Investment Services,False
1284,Covivio Office GmbH,GWD.DE^E20,DE000A2G8XX3,5071545107,Xetra,Real Estate,Real Estate,True
1285,Serviceware SE,SJJG.DE,DE000A2G8X31,5062458959,Xetra,Technology,Software & IT Services,False
1286,Nfon AG,NFN.DE,DE000A0N4N52,4298128938,Xetra,Technology,Telecommunications Services,False
1287,STS Group AG,SF3.DE,DE000A1TNU68,5063380827,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
1288,Fair Value REIT-AG,FVIG.F,DE000A0MW975,4297709048,Frankfurt Stock Exchange,Real Estate,Real Estate,False
1289,home24 SE,H24.DE^I23,DE000A14KEB5,5064585245,Xetra,Consumer Cyclicals,Retailers,True
1290,Capsensixx AG,CPXG.DE^A25,DE000A2G9M17,5063769867,Xetra,Financials,Banking & Investment Services,True
1291,Akasol AG,ASLG.DE^B22,DE000A2JNWZ9,5064611861,Xetra,Industrials,Industrial Goods,True
1292,Phoenix Solar AG,PS4G.F^K20,DE000A0BVU93,4295869122,Frankfurt Stock Exchange,Energy,Renewable Energy,True
1293,Duerkopp Adler AG (Pre-Merger),DKAG.F^G18,DE0006299001,4295870251,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1294,Creditshelf AG,CSQG.DE^D24,DE000A41YEG8,5064639418,Xetra,Financials,Banking & Investment Services,True
1295,Ringmetall SE,HP3An.DE,DE000A3E5E55,4295870191,Xetra,Industrials,Industrial Goods,False
1296,Erotik Abwicklungsgesellschaft AG,USEG.DE^H18,DE0007551400,5066538165,Xetra,Consumer Cyclicals,Retailers,True
1297,Babcock-BSH AG,BTTG.F^I18,DE0005284004,4295869290,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1298,Rostra AG,3330k.F,DE000A3MQRK6,5050988785,Frankfurt Stock Exchange,Financials,Investment Holding Companies,False
1299,Instone Real Estate Group SE,INS2.DE,DE000A2NBX80,5065356414,Xetra,Real Estate,Real Estate,False
1300,Sinner AG(Pre-merger),SING.F^J18,DE0007241002,4295869411,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1301,Westwing Group SE,WEW.DE,DE000A2N4H07,5065368575,Xetra,Consumer Cyclicals,Retailers,False
1302,Knorr Bremse AG,KBX.DE,DE000KBX1006,4295869167,Xetra,Industrials,Industrial Goods,False
1303,STADA Arzneimittel AG,STAGn.DE^K18,DE0007251803,4295869543,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
1304,DFV Deutsche Familienversicherung AG,DFV.DE^L24,DE000A2NBVD5,5050656320,Xetra,Financials,Insurance,True
1305,Deutsche Industrie Grundbesitz AG,JB7.DE^A22,DE000A2G9LL1,5059100176,Xetra,Real Estate,Real Estate,True
1306,mybet Holding SE,XMYG.F^G20,DE000A2LQ009,5064596043,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1307,ERWE Immobilien AG,ERWE.DE,DE000A1X3WX6,5070769835,Xetra,Real Estate,Real Estate,False
1308,Libero football finance AG,TUFG.DE^J21,DE000A161N22,5068330784,Xetra,Industrials,Industrial & Commercial Services,True
1309,Gateway Real Estate AG,GTYG.DE,DE000A0JJTG7,5040697740,Xetra,Real Estate,Real Estate,False
1310,Stemmer Imaging AG,S9I.DE^L24,DE000A2G9MZ9,5060588565,Xetra,Technology,Technology Equipment,True
1311,RWE AG,RWEG_p.DE^G19,DE0007037145,4295869049,Xetra,Utilities,Utilities,True
1312,Traton SE,8TRA.BE^A26,DE000TRAT0N7,5068663280,Berlin Stock Exchange,Industrials,Industrial Goods,True
1313,TeamViewer SE,TMV.DE,DE000A2YN900,5071171426,Xetra,Technology,Software & IT Services,False
1314,GERRY WEBER International GmbH,GWI2k.F^L23,DE000A255G36,4295868914,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
